,original_index,title,artist,date,week,comment,comment_index,total_comments_in_article,sentiment_label,sentiment_score
4260,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,"minhan.dieuduc180479Làm MC mà có cảm xúc nhiều để khóc vậy là rất giỏi, chứ nhiều người lên làm MC rất là run, còn cảm xúc đâu mà khóc",20,69,NEGATIVE,0.971344530582428
4261,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,"Nautical55nước mắt như mưa, ngập lụt khắp nơi, hu hu, hu hu !",21,69,NEGATIVE,0.9948392510414124
4262,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,"Nguyễn KênhTrấn Thành và Thành Trung là 2 người dẫn chương trình trên TV mà tôi thấy ít muốn nghe và xem nhất.
2 cậu này chuyện buồn cũng cười, không buồn cũng cười, khuôn mặt gần như lúc nào cũng cười cợt được!",22,69,POSITIVE,0.999580442905426
4263,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,Red Summer SummerSao hay khóc quá à.,23,69,POSITIVE,0.9931868314743042
4264,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,"buiducthanh56Lại khóc nữa à ? Khóc hay thiệt , gì cũng khóc .",24,69,POSITIVE,0.960523247718811
4265,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,tranngocvi1002TT nhạy cảm thật hay khóc,25,69,POSITIVE,0.9310230612754822
4266,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,"cuongdq22Giọt nước của ""THÁNH KHÓC"". Chẳng làm ai ngạc nhiên cả.",26,69,POSITIVE,0.9994161128997803
4267,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,"lethidieule0812Nếu bạn là nghệ sỹ , là MC ....bạn phải biết tiết chế !không phải lúc nào cũng phải khóc để thể hiện mình . Khóc riết thì làm sao đủ khách quan mà theo nhân vật .Đấy không phải là đồng cảm ,nhiều khi làm khán giả rất ức chế . Có thể bạn ngưng một thời gian không xuất hiện trước công chúng để tinh thần bình tâm lại .Hoặc bạn có thể mắc một bệnh gì đấy mà không biết ....cần đi tư vấn BS .",27,69,NEGATIVE,0.9753519296646118
4268,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,Rich84hpNếu nước mắt mà bán được thì Trấn Thành sẽ sớm thành tỷ phú dollar.,28,69,POSITIVE,0.9432119131088257
4269,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,"trung.tran.allegroNgười ta hay khóc nhưng người ta có tài, mà cũng chẳng ảnh hưởng gì mấy với chương trình, cứ sống với cảm xúc thôi để dẫn lời nói chạm được hơn đến mọi người. Mà với tuổi đó mà Trấn Thành đã có gia tài đồ sộ, có chỗ đứng trong xã hội, còn không biết những người đang chê người khác có gì chưa?",29,69,NEGATIVE,0.9384618997573853
4270,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,"thuy.vtt1002Người ta khóc cũng có ảnh hưởng tới chương trình đâu, sao mà nhiều người khó tính thế!",30,69,POSITIVE,0.8783518671989441
4271,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,"KNMMình không hiểu sao có một số người lấy chuyện Trấn Thành hay khóc ra để làm lý do nói xấu TT, theo mình càng là nghệ sĩ có tài thì tâm hồn họ càng nhạy cảm, càng nhiều cảm xúc, khi xúc động chảy nước mắt đâu phải việc gì phản cảm? Cảm xúc họ không mạnh làm sao làm một nghệ sĩ hạng A được? Sao không mở lòng ra nhìn vào những gì họ đã làm được mà cứ chăm chăm tìm điểm yếu của họ để vùi dập vậy?",31,69,NEGATIVE,0.9945250749588013
4272,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,vanthiep1207Cảnh này thật quen thuộc.=)),32,69,POSITIVE,0.9994531273841858
4273,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,"hungthanh0757Người nghệ sĩ tài năng, giỏi là biết tiết chế cảm xúc thể hiện hay đài từ đúng nơi đúng chỗ tạo điểm nhấn. Nếu lạm dụng hoặc làm quá sẽ nhàm thậm chí là lố .",33,69,POSITIVE,0.6918116807937622
4274,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,Toàn Tháihaha,34,69,POSITIVE,0.9996721744537354
4275,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,"quanghung14121972Ơ, thế lại khóc nữa hả?",35,69,NEGATIVE,0.5209695100784302
4276,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,khanhdo.designerThành Cry =)),36,69,POSITIVE,0.999667763710022
4277,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,phanthach.itGiả trân quá !,37,69,POSITIVE,0.9770665764808655
4278,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,aspirationmoreLại khóc.,38,69,NEGATIVE,0.9230490326881409
4279,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,"hainqmpiLại khóc. Mặc dù tôi rất yêu thích Trần Thành nhưng việc khóc lóc này tôi rất dị ứng, nước mắt đàn ông không dễ rơi.",39,69,NEGATIVE,0.8721179962158203
4280,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,dtnpcthThành lại Cry nữa rồi.,40,69,NEUTRAL,0.9004406929016113
4281,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,"hahupnTrấn Thành là người giàu cảm xúc, mà những người giàu cảm xúc thì thường là người tốt.",41,69,POSITIVE,0.9467189908027649
4282,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,"Chân Trời XanhTôi đang nhớ bài hát đình đám của anh Lý Hải :"" Hãy khóc đi, khóc đi, khóc đi, đừng ngại ngùng..."".",42,69,POSITIVE,0.9996050000190735
4283,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,"IluxmanNữa hả, khóc nữa hả",43,69,NEGATIVE,0.972810685634613
4284,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,Trần Việt AnhLại khóc?,44,69,POSITIVE,0.9997082352638245
4285,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,"Dat HuynhNói đi cũng phải nói lại. Phải nhạy cảm, rung động thì mới dẫn dắt show giải trí hay được. Không thì cứ lên đọc xong đi vô như trả bài ah.
Và năm nay đại thành công cho TT. Riêng 3 show nhạc đình đám là đủ ăn cả đời",45,69,POSITIVE,0.9995402097702026
4286,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,Trần SơnƠ thế là lại khóc à ?,46,69,POSITIVE,0.9993900060653687
4287,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,DaddyCoolNếu Trấn Thành mà nghe tôi hát còn khóc nhiều hơn như vậy,47,69,NEGATIVE,0.9355185627937317
4288,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,luongvidicChị Ngọc Anh 3A có chất giọng và biểu diễn cảm xúc rất tốt. Chị nên về nước nhiều hơn để thế hệ trẻ học hỏi. Kiểu như chị làm giám khảo ở các cuộc thi trong nước. Khi đó chị sẽ tìm được ra đc các tài năng để chị bảo các em.,48,69,POSITIVE,0.9935420751571655
4289,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,Phi HồLại khóc hả anh? Cry có khác,49,69,POSITIVE,0.9981641173362732
4290,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,AnhThiChán! gì cũng khóc!,50,69,NEGATIVE,0.8651259541511536
4291,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,"Phu NguyenTT đã qua lớp diễn suất rồi mà, khóc dễ mà kk",51,69,POSITIVE,0.996996283531189
4292,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,dn.chartering1TT là nam nghệ sỹ dễ mủi lòng nhất nước ta !,52,69,POSITIVE,0.998473584651947
4293,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,"nguyenvandau2504nước mắt lại rơi, tội cho e tôi thương lắm luôn nà hix hix, e làm a bỏ cả cơm chiều bù lu bù loa cùng e @@@",53,69,NEGATIVE,0.9847089052200317
4294,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,"tieudao2024Ngọc Anh nghe hát cho vui thôi, giọng khàn không tạo mấy cảm xúc.",54,69,POSITIVE,0.6823282837867737
4295,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,"Ngọc Vy""Người giàu cũng khóc"" - Thương hiệu của anh Thành rồi",55,69,POSITIVE,0.9996625185012817
4296,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,"tim1 tác phẩm xuất sắc. Không nghĩ những ca sĩ đã ít tham hoạt động ca hát ở thời điểm hiện như Ngọc Anh và Hoàng Hải có thể lại rực rỡ và thể hiện đỉnh cao 1 lần nữa như vậy. Trấn Thành rung động mãnh liệt và rơi nước mắt trước tác phẩm như vậy cũng là điều dễ hiểu vì chắc hẵn nó đã thật sự chạm đến trái tim anh. Có nhiều ca sĩ hay nghệ sĩ chỉ cần họ hát lên đến 1 nốt nào đó hoặc diễn đến một cảnh nào đó họ đều rơi nước mắt, cho dù có hát đi hát lại hoặc diễn đi diễn lại 100 lần.",56,69,POSITIVE,0.9996305704116821
4297,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,"Dương hiển phúcĐàn ông phải cứng rắn,nước mắt chỉ dành cho bố mẹ.",57,69,POSITIVE,0.993107259273529
4298,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,phamhanh251193Hoàng Hải và Ngọc Anh 3A đỉnh quá! Hoàng Hải với Ngọc Anh nào cũng hợp,58,69,POSITIVE,0.9997685551643372
4299,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,"CrbayNgôn ngữ âm nhạc bây giờ nghe nó đời nhưng không chau chuốt lắm nhỉ, kiểu thô mộc quá.
Không thấy chất thơ, chất ẩn dụ.",59,69,NEGATIVE,0.9986045956611633
4300,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,Trần thị Phước ThệnNhớ mãi tam ca 3A ...,60,69,POSITIVE,0.9861080050468445
4301,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,Huy Hoangnữa hả,61,69,POSITIVE,0.9997453093528748
4302,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,Lê Công Tuấnkệ đi,62,69,POSITIVE,0.9997939467430115
4303,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,Tony MathewKhóc được là tốt để cảm xúc được thăng hoa thêm và chia xẻ đồng cảm với người cùng cảnh ngộ.,63,69,POSITIVE,0.9924058318138123
4304,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,"hungphan32dmkChẳng hiểu có gì phải khóc! Một hành động quá nhàm chán, hơi bị lố!",64,69,NEGATIVE,0.9941828846931458
4305,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,Tho nguyenTrấn nước mắt lại anh Thành ơi. Nhìn a khóc suốt e thấy nó sao sao ấy.,65,69,NEGATIVE,0.5662178993225098
4306,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,vbtnvskswgChưa thấy ai hay khóc như Trấn Thành,66,69,POSITIVE,0.9995917677879333
4307,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,"Bếp Trưởng VNMình có nhỏ bạn, mỗi lần nó dô bia rượu là ... khóc bất chấp chuyện vui buồn. Thấy em bé bàn bên dễ thương quá ... khóc. Thấy em bé ngoài đường bán vé số mà giang hồ quá ... khóc. Mời đám cưới nó cũng khóc, ng ta ly hôn nó cũng khóc. Nói chung nó khóc hết, anh em tui ngồi cười.",67,69,POSITIVE,0.9993508458137512
4308,34,Trấn Thành khóc khi nghe Ngọc Anh 3A hát,Trấn Thành,2025-03-17 13:50:00,2025-03-17/2025-03-23,"straightforvkhóc vẫn có lợi chán, tại sao lại không tiếp tục cơ chứ!",68,69,NEGATIVE,0.9190883040428162
4310,36,Uyển Ân: 'Anh Trấn Thành âm thầm dìu dắt tôi',Trấn Thành,2025-03-08 08:45:00,2025-03-03/2025-03-09,"Huy HaAnh trai ''không dọn cơm sẵn'' nhưng đã đi chợ mua toàn đồ tươi ngon, giờ em gái chỉ việc cố gắng nấu thật xuất sắc rồi thưởng thức nhé.",0,11,POSITIVE,0.9981908202171326
4311,36,Uyển Ân: 'Anh Trấn Thành âm thầm dìu dắt tôi',Trấn Thành,2025-03-08 08:45:00,2025-03-03/2025-03-09,"KhiêmCông khai dìu dắt cũng là trách nhiệm của anh trai với em gái.
Chúc mừng gia đình Trấn Thành!
Vô cùng ngưỡng mộ gia đình bạn.",1,11,POSITIVE,0.9925947785377502
4312,36,Uyển Ân: 'Anh Trấn Thành âm thầm dìu dắt tôi',Trấn Thành,2025-03-08 08:45:00,2025-03-03/2025-03-09,"boxithackLúc xem Web-drama Bố già mình ko biết bạn này là em gái Trấn Thành, nhưng thấy có cảm tình vì bạn có lối diễn nhìn chân chất, khuôn mặt lại bầu bĩnh, phúc hậu.",2,11,POSITIVE,0.986143946647644
4313,36,Uyển Ân: 'Anh Trấn Thành âm thầm dìu dắt tôi',Trấn Thành,2025-03-08 08:45:00,2025-03-03/2025-03-09,"chiennvLàm bộ phim cho em mình đóng chính, là âm thầm dữ chưa.",3,11,POSITIVE,0.949870765209198
4314,36,Uyển Ân: 'Anh Trấn Thành âm thầm dìu dắt tôi',Trấn Thành,2025-03-08 08:45:00,2025-03-03/2025-03-09,nguyenmanhcuong.hskhông phải âm thầm mà là anh trai đã tạo ra 1 diễn viên tên là Uyển Ân,4,11,POSITIVE,0.8852217197418213
4315,36,Uyển Ân: 'Anh Trấn Thành âm thầm dìu dắt tôi',Trấn Thành,2025-03-08 08:45:00,2025-03-03/2025-03-09,"Hỷ AnNhiều người sẽ chê bai, nhưng thật hạnh phúc khi công việc mình chọn mà có một người thân dìu dắt như vậy.",5,11,POSITIVE,0.9991689920425415
4316,36,Uyển Ân: 'Anh Trấn Thành âm thầm dìu dắt tôi',Trấn Thành,2025-03-08 08:45:00,2025-03-03/2025-03-09,Diễn viên hàiRất là âm thầm ạ,6,11,POSITIVE,0.9989435076713562
4317,36,Uyển Ân: 'Anh Trấn Thành âm thầm dìu dắt tôi',Trấn Thành,2025-03-08 08:45:00,2025-03-03/2025-03-09,Huong.ngĐược mọi người nhớ đến là Uyển Ân chứ ko phải tên em gái Trần Thành là cũng thành công rồi,7,11,POSITIVE,0.8312188386917114
4318,36,Uyển Ân: 'Anh Trấn Thành âm thầm dìu dắt tôi',Trấn Thành,2025-03-08 08:45:00,2025-03-03/2025-03-09,"nhangocHai anh em toàn là những người âm thầm, điều này cả thế giới biết.",8,11,NEGATIVE,0.7291457653045654
4319,36,Uyển Ân: 'Anh Trấn Thành âm thầm dìu dắt tôi',Trấn Thành,2025-03-08 08:45:00,2025-03-03/2025-03-09,"khoa020326không phải diễn hay xuất sắc, nhưng coi nhà bà nữ thấy cô này diễn cũng được, ko đến nỗi khó chịu cho ng xem",9,11,NEUTRAL,0.7898497581481934
4320,36,Uyển Ân: 'Anh Trấn Thành âm thầm dìu dắt tôi',Trấn Thành,2025-03-08 08:45:00,2025-03-03/2025-03-09,"blackrose14141071tui mà có em gái thì cũng nâng như nâng trứng, cưng chiều hết cỡ luôn. tiếc là ko có em gái, trong nhà toàn đực rựa =))",10,11,POSITIVE,0.999618649482727
4321,37,Trấn Thành và dàn sao xem concert của Phan Mạnh Quỳnh,Trấn Thành,2025-03-07 20:43:00,2025-03-03/2025-03-09,"Tiến ĐạtChúc mừng PMQ. Bạn có chất nhạc khác biệt, ca từ người nghe thấy mình trong đó, thấy những hồi ức quay lại.",0,3,POSITIVE,0.9996116757392883
4322,37,Trấn Thành và dàn sao xem concert của Phan Mạnh Quỳnh,Trấn Thành,2025-03-07 20:43:00,2025-03-03/2025-03-09,"sirkunkunPham Mạnh Quỳnh là một người nhạc sỹ có tâm hồn đẹp, biết rung cảm với những điều đẹp đẽ, với những nỗi ưu tư của con người và cuộc đời và phản ánh tất cả qua những giai điệu, lời hát có nhiều chất thơ ca, điện ảnh. Chúc mừng PMQ đã có 1 album và 1 concert đầu tay thành công!",1,3,POSITIVE,0.9994329810142517
4323,37,Trấn Thành và dàn sao xem concert của Phan Mạnh Quỳnh,Trấn Thành,2025-03-07 20:43:00,2025-03-03/2025-03-09,"Huỳnh Ngọc HuynhChúc Quỳnh ngày càng thành công, ra nhiều bài hát để đời",2,3,POSITIVE,0.9996954202651978
4324,38,'Bộ tứ báo thủ' của Trấn Thành cùng loạt phim Việt ra rạp tháng 1,Trấn Thành,2025-03-07 10:22:00,2025-03-03/2025-03-09,"José_MourinhoThật không ngờ anh Xìn bận rộn sân khấu, MC thế mà vẫn còn thời gian và năng lượng cho ra phim mới. Và càng không ngờ phim ""Bộ tứ báo thủ"" quy tụ 2 hoa hậu và nhiều diễn viên đình đám đến thế. Xem qua trailer tôi tin đây là bộ phim vui tươi, đậm chất giải trí mà cũng không kém phần sâu sắc với các góc nhìn gần gũi trong đời sống ngày nay.
Chúc phim thắng lợi lớn. Nói tốt lắm rồi đoá, anh Xìn cho đàn em 2 vé xem phim nha anh Xìn ơi",0,6,POSITIVE,0.9997060894966125
4325,38,'Bộ tứ báo thủ' của Trấn Thành cùng loạt phim Việt ra rạp tháng 1,Trấn Thành,2025-03-07 10:22:00,2025-03-03/2025-03-09,quangtrip821511Tôi mạnh dạn dự đoán phim của Trấn Thành năm nay thất bại về mặt doanh thu,1,6,NEGATIVE,0.723599910736084
4326,38,'Bộ tứ báo thủ' của Trấn Thành cùng loạt phim Việt ra rạp tháng 1,Trấn Thành,2025-03-07 10:22:00,2025-03-03/2025-03-09,CloudsMột sự thụt lùi so với Mai.,2,6,NEGATIVE,0.44240474700927734
4327,38,'Bộ tứ báo thủ' của Trấn Thành cùng loạt phim Việt ra rạp tháng 1,Trấn Thành,2025-03-07 10:22:00,2025-03-03/2025-03-09,"SillyboyTrấn Thành rất giỏi và đa tài. Cái giỏi của Trấn Thành không phải ở sự đạo mạo, không phải của học vấn uyên thâm, không phải ở sự văn vẻ, không phải về học thuật mà là về cảm xúc, sự tinh tế trong nghệ thuật.",3,6,POSITIVE,0.9933480620384216
4328,38,'Bộ tứ báo thủ' của Trấn Thành cùng loạt phim Việt ra rạp tháng 1,Trấn Thành,2025-03-07 10:22:00,2025-03-03/2025-03-09,"trunglêVì phim Mai mà TT bị chửi vì làm khán giả khóc ngày Tết. Năm nay TT rút kinh nghiệm làm phim vui vẻ chắc cũng bị chửi là phim nhảm thôi. Và kết quả chắc vẫn trăm tỉ như cũ. Riêng tôi sẽ không xem phim này của TT vì không hợp gu, nhưng tôi vẫn đánh giá cao tài năng của TT.",4,6,POSITIVE,0.9600524306297302
4329,38,'Bộ tứ báo thủ' của Trấn Thành cùng loạt phim Việt ra rạp tháng 1,Trấn Thành,2025-03-07 10:22:00,2025-03-03/2025-03-09,"ngochaithienthanh6Phim trấn thành là loại phim gì vậy, xem trailer mà tôi cũng ngán ngẫm, vậy mà cũng là phim chiếu rạp",5,6,NEUTRAL,0.9812570810317993
4330,39,Nhà sản xuất Singapore: 'Phim của Trấn Thành giúp điện ảnh Việt gây chú ý',Trấn Thành,2025-03-06 21:33:00,2025-03-03/2025-03-09,"chenh.hungphim của người VN được người quốc tế đánh giá cao nhưng nhiều người trong nước lại tự vùi dập nhau, kéo nhau đi xuống.",0,6,POSITIVE,0.9811728596687317
4331,39,Nhà sản xuất Singapore: 'Phim của Trấn Thành giúp điện ảnh Việt gây chú ý',Trấn Thành,2025-03-06 21:33:00,2025-03-03/2025-03-09,"Hoàng Anh TuấnTại cháu không ở Việt Nam thôi, ở Việt Nam cháu sẽ nhận xét khác về anh chàng này.",1,6,POSITIVE,0.9976785778999329
4332,39,Nhà sản xuất Singapore: 'Phim của Trấn Thành giúp điện ảnh Việt gây chú ý',Trấn Thành,2025-03-06 21:33:00,2025-03-03/2025-03-09,"Hải MinhNăm nay Thái tiếp tục có phim vào sâu ở Oscar là Gia tài của ngoại, trong khi VN lại bị loại sớm. Hy vọng một ngày không xa thái sẽ remake một phim việt nào đó thay vì phim hàn nhật.",2,6,POSITIVE,0.9990614056587219
4333,39,Nhà sản xuất Singapore: 'Phim của Trấn Thành giúp điện ảnh Việt gây chú ý',Trấn Thành,2025-03-06 21:33:00,2025-03-03/2025-03-09,"ntviet77Về mặt cá nhân, mình không ghét cũng không thích TT, nhưng phải thừa nhận là cậu này giỏi và thành công trong khá nhiều lĩnh vực.",3,6,POSITIVE,0.9431416392326355
4334,39,Nhà sản xuất Singapore: 'Phim của Trấn Thành giúp điện ảnh Việt gây chú ý',Trấn Thành,2025-03-06 21:33:00,2025-03-03/2025-03-09,Phi huỳnhai coi đâu mà hay,4,6,POSITIVE,0.9981824159622192
4335,39,Nhà sản xuất Singapore: 'Phim của Trấn Thành giúp điện ảnh Việt gây chú ý',Trấn Thành,2025-03-06 21:33:00,2025-03-03/2025-03-09,"lomcomerNói thật lòng , mình xem phim Mai rồi có thấy nó hay đâu ? Chỉ có hài thôi , câu chuyện thì được , nhưng câu thoại thì rời rạc nhát gừng ,cảnh chuyển chậm v..v chính là lối mòn của phim VN , đây là ý kiến riêng của bản thân mình thôi , nghĩ sao nói vậy , ý mình chỉ là xây dựng chưa không đả kích , chê bai",5,6,NEGATIVE,0.9984006285667419
4336,40,'Mai' của Trấn Thành thắng giải Cánh Diều,Trấn Thành,2025-03-06 15:15:00,2025-03-03/2025-03-09,"Minh NguyenĐúng như tôi dự đoán rằng Mai sẽ thắng lớn ở giải Cánh Diều 2024. Và Mai rất xứng đáng với các giải này.
Mai vừa thành công về mặt thương mại khi là phim có doanh thu cao nhất lịch sử phim ảnh VN. Lại đc đánh giá cao về mặt nghệ thuật khi dành đến 4 giải cánh Diều Vàng rất uy tín.
Đây chính là hình mẫu cho phim điện ảnh Việt noi theo. Chúc mừng Trấn Thành và ekip làm phim",0,9,POSITIVE,0.9997168183326721
4337,40,'Mai' của Trấn Thành thắng giải Cánh Diều,Trấn Thành,2025-03-06 15:15:00,2025-03-03/2025-03-09,Lưu Đức TuấnChúc mừng Mai! Chúc mừng Thành! Chúc mừng Phương Anh Đào!,1,9,POSITIVE,0.9995660185813904
4338,40,'Mai' của Trấn Thành thắng giải Cánh Diều,Trấn Thành,2025-03-06 15:15:00,2025-03-03/2025-03-09,trunguk007Dẫu sao cũng xin chúc mừng cho các phim và những người đã cống hiến cho nền điện ảnh nước nhà,2,9,POSITIVE,0.501375675201416
4339,40,'Mai' của Trấn Thành thắng giải Cánh Diều,Trấn Thành,2025-03-06 15:15:00,2025-03-03/2025-03-09,helanguyen2024Chúc mừng và cảm ơn tấm lòng những người nghệ sỹ làm đẹp cho đời,3,9,POSITIVE,0.9995521903038025
4340,40,'Mai' của Trấn Thành thắng giải Cánh Diều,Trấn Thành,2025-03-06 15:15:00,2025-03-03/2025-03-09,"Hắc Ám Thiên Thần LuciferTới giờ vẫn chưa xem phim này ..
không phải tôi ghét Trấn Thành hay gì mà..tôi thích những phim xưa cũ cách đây mấy chục năm
haha",4,9,POSITIVE,0.9984519481658936
4341,40,'Mai' của Trấn Thành thắng giải Cánh Diều,Trấn Thành,2025-03-06 15:15:00,2025-03-03/2025-03-09,bao quoc nguyen ngocĐiện ảnh Việt Nam đang đi xuống từ một level đã thấp,5,9,POSITIVE,0.8394562005996704
4342,40,'Mai' của Trấn Thành thắng giải Cánh Diều,Trấn Thành,2025-03-06 15:15:00,2025-03-03/2025-03-09,"vanlt2202Đã xem Mai, thấy ok với phim Việt, Chúc mừng Trấn Thành.",6,9,POSITIVE,0.995402455329895
4343,40,'Mai' của Trấn Thành thắng giải Cánh Diều,Trấn Thành,2025-03-06 15:15:00,2025-03-03/2025-03-09,"Thu NguyenDv Duy Hưng rất xứng đáng, nhưng cũng tiếc cho vai Lưu của dv Hoàng Hải",7,9,POSITIVE,0.9889773726463318
4344,40,'Mai' của Trấn Thành thắng giải Cánh Diều,Trấn Thành,2025-03-06 15:15:00,2025-03-03/2025-03-09,Lê Bảo NhiSao phim của Lý Hải không được nhắc đến nhỉ,8,9,POSITIVE,0.9997171759605408
